PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PFGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PCEL,PLEL,TLEL,PREL,TREL,PCOL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PMGS,PQGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PTPS,PLSS,PTSS,PWSS,PFTS,PMTS,PQTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
7,7,7,7,20,Bradie,James,115,79,0,36,25,82,0,7,16646,11,16646,75,23,5,0,0,89,0,0,0,58,0,0,74,5,6,1015,74,82,13,45,0,3,35,0,0,0,69,0,0,0,0,106,100,0,0,2,0,32,0,0,56,0,3,36,3,0,4,33,53,69,1,508,30,0,1,95,21,76,78,70,2,2,2,2,38,12,35,50,37,10,48,50,100,29,22,0,15,15,19,65,78,75,1,48,0,38,115,1,74,83,999,0,1,-31,0,0,171
0,0,0,0,23,Lynn,Scott,63,72,0,0,10,82,0,7,16647,11,16647,81,27,3,0,1,61,1,0,0,49,0,0,78,0,63,1009,76,60,18,29,0,7,23,0,2,0,58,8,8,8,8,153,100,0,0,1,0,33,0,0,38,2,1,0,1,0,15,14,22,75,3,518,45,0,1,95,25,48,63,62,0,0,0,0,4,15,61,7,41,8,37,0,50,0,26,0,17,17,100,18,10,61,0,27,0,8,63,0,72,61,999,45,3,-31,0,0,130
0,0,0,0,17,Al,Johnson,350,60,0,36,29,65,0,7,16962,11,16962,54,25,15,0,0,77,0,0,0,23,0,0,53,0,6,1015,80,26,78,82,0,13,17,0,4,0,64,0,0,0,0,258,100,0,0,3,3,18,0,0,62,2,4,36,4,0,2,16,36,16,1,510,17,8,1,95,20,84,69,55,2,2,2,2,12,45,44,43,31,43,20,23,15,32,16,0,7,7,61,58,30,30,30,0,17,35,350,0,77,143,999,0,1,-31,0,0,133
0,0,0,0,77,Tony,Romo,23,84,0,0,10,55,0,7,17083,11,17083,54,24,7,0,0,50,0,0,0,15,0,0,54,0,63,1009,82,16,10,10,0,1,41,0,0,0,59,0,0,0,0,55,100,0,0,1,0,25,0,0,9,0,1,0,1,0,15,88,36,55,1,517,46,0,1,75,20,59,65,56,2,2,2,2,0,1,58,32,12,0,26,19,9,7,13,0,0,0,37,54,0,22,0,16,16,0,23,0,74,67,999,10,1,-31,0,0,125
4,4,4,4,22,Willie,Blade,63,72,0,0,18,68,0,7,17127,11,17127,62,25,16,0,0,89,1,5,5,22,0,0,54,4,31,1009,78,88,20,18,0,3,17,0,0,0,68,0,0,0,0,121,100,0,0,1,0,26,0,0,99,2,1,0,1,0,3,17,65,51,3,489,29,0,1,79,24,86,83,75,0,0,0,0,60,25,33,46,27,0,44,0,23,20,16,0,12,12,37,40,82,36,10,17,48,34,63,0,75,155,999,0,1,-31,0,0,163
4,4,4,4,24,Erik,Bickerstaff,30,80,0,0,17,85,0,5,17128,11,17128,83,23,4,0,0,80,0,0,0,59,0,0,73,5,63,1009,75,24,40,42,0,8,66,0,0,0,64,0,1,0,1,258,100,0,0,1,0,20,0,0,46,2,1,0,1,0,15,25,31,69,1,0,64,0,1,72,20,64,60,49,2,2,2,2,23,10,30,52,26,18,23,0,55,24,7,0,1,1,16,38,5,34,0,34,27,22,30,0,72,70,999,20,1,-31,0,0,170
7,7,7,7,17,Zuriel,Smith,98,70,0,6,19,92,0,7,17165,11,17165,90,24,2,1,1,60,0,0,0,68,0,0,79,4,13,1015,83,32,24,23,0,7,44,0,0,0,74,8,8,8,8,74,100,0,0,2,0,40,0,0,84,1,3,6,3,0,6,17,31,75,1,520,63,0,1,76,33,45,63,50,0,0,0,0,0,5,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,98,0,71,6,999,76,1,-31,0,0,163
2,2,2,2,13,Julius,Jones,300,85,0,124,15,92,0,0,17295,11,17295,90,23,4,0,1,85,0,0,0,66,0,0,92,5,11,1015,85,22,37,42,0,7,71,0,0,0,90,0,0,0,0,152,100,0,0,4,0,15,0,0,21,2,4,124,4,0,2,15,64,69,0,0,70,0,1,82,13,65,74,55,2,2,2,2,0,35,75,32,34,11,44,0,77,20,15,0,1,1,50,15,5,82,1,23,13,7,300,0,69,57,999,65,0,-31,0,0,174
5,5,5,5,8,RT,#79,260,75,0,88,7,83,0,4,17356,11,17356,54,23,16,0,0,88,0,0,0,12,1,1,51,0,20,1015,85,28,87,82,0,3,25,0,1,0,61,0,0,0,0,231,100,0,0,4,2,20,0,0,79,2,4,88,4,0,2,10,53,35,0,0,15,0,1,95,8,84,75,65,2,2,2,2,17,30,23,37,38,29,38,0,11,29,30,1,9,9,62,68,18,66,49,9,6,19,260,0,78,147,999,0,0,-31,2,0,129
3,3,3,3,19,RG,#60,130,80,0,30,17,75,0,0,17375,11,17375,50,22,13,0,0,90,0,0,0,20,0,0,44,0,20,1015,89,14,75,83,0,3,10,0,2,0,86,0,0,0,0,106,100,0,0,3,0,20,0,0,60,0,3,30,3,0,3,17,35,23,0,0,23,0,1,93,21,86,68,52,2,2,2,2,45,16,5,43,4,43,18,54,50,49,17,0,6,6,0,35,25,75,39,21,0,3,130,0,76,152,999,0,0,-31,2,0,127
2,2,2,2,17,CB,#27,190,88,0,36,9,90,0,7,17487,11,17487,86,24,7,0,0,81,0,0,0,55,0,0,85,5,25,1015,88,45,22,36,0,7,37,0,0,0,79,0,0,0,0,70,100,4,4,3,0,25,0,0,27,2,3,36,3,0,4,29,35,83,0,0,40,0,1,91,16,52,64,55,0,0,0,0,7,10,75,38,8,2,35,26,20,13,8,0,16,16,95,64,0,65,0,0,16,10,190,0,70,37,999,12,0,-31,2,0,171
0,0,0,0,84,Drew,Henson,1000,87,0,350,24,67,0,7,17526,11,17526,60,24,7,0,1,66,0,0,0,29,0,0,61,0,19,32,80,30,22,38,0,1,46,0,1,0,85,0,0,0,0,117,100,2,2,7,0,55,0,0,11,0,7,350,7,0,6,92,63,49,0,0,36,0,1,68,17,65,76,65,1,1,2,2,5,12,62,33,15,16,6,0,69,10,0,0,0,0,15,50,0,38,0,22,22,0,1000,0,76,63,999,0,0,-31,0,0,132
0,0,0,0,12,Matt,McBriar,23,60,0,0,83,53,0,7,17536,11,17536,52,24,5,0,0,70,0,0,0,17,0,0,50,0,63,1009,85,10,11,14,0,0,19,0,0,0,77,0,0,0,0,76,100,0,0,1,0,45,0,0,1,2,1,0,1,0,15,14,28,27,1,0,27,0,1,90,84,40,66,58,4,0,4,0,1,1,90,45,25,17,24,0,37,16,18,0,20,20,100,46,0,0,0,19,19,0,23,0,73,42,999,0,0,-31,0,0,125
4,4,4,4,19,Shawn,Wooden,67,85,0,0,17,82,0,7,230,12,230,79,30,5,1,0,82,2,0,0,60,0,0,79,4,22,1009,72,64,22,30,0,8,28,0,0,0,68,8,1,8,1,152,100,0,0,1,0,35,0,0,22,2,1,0,1,0,6,19,40,75,8,578,47,0,1,95,23,60,71,69,4,4,4,4,0,22,60,16,37,0,17,0,19,7,16,0,17,17,10,16,10,25,0,2,0,16,67,0,71,45,999,12,3,-31,0,0,164
7,2,7,2,22,Sammy,Morris,114,80,0,0,32,84,0,5,341,12,341,83,27,5,0,1,81,1,0,0,70,0,0,74,4,27,1009,80,26,53,51,0,8,82,0,0,0,91,8,8,8,8,217,100,0,0,2,0,20,0,0,31,2,2,0,2,0,5,33,46,76,4,560,69,0,1,70,15,68,80,58,2,2,2,2,0,32,56,0,26,0,28,0,0,0,24,0,2,2,0,24,5,100,0,24,0,5,114,1,72,65,330,72,0,-31,0,0,163
3,3,3,3,18,David,Boston,4200,96,0,700,22,94,0,5,553,12,553,93,25,0,1,0,89,1,0,0,85,0,0,87,3,8,8,85,25,35,33,0,0,66,0,0,0,95,8,7,8,7,156,100,2,2,6,0,40,0,0,80,2,7,700,7,0,1,24,84,89,5,534,57,0,1,62,24,85,87,78,0,0,0,0,30,55,70,0,23,0,38,0,0,0,24,0,3,3,100,75,0,33,0,24,0,3,4200,1,74,68,41,35,0,-31,0,0,34
2,2,2,2,36,Junior,Seau,1426,88,1,400,22,77,0,7,590,12,590,74,35,0,0,0,97,2,0,0,54,0,0,73,7,5,8,57,90,22,48,0,3,38,0,0,11,94,7,7,7,7,231,100,0,0,3,0,0,0,1,55,2,4,400,4,0,1,28,86,68,14,564,38,0,1,93,31,72,89,98,2,2,2,2,30,11,0,41,23,7,18,4,37,8,22,0,15,15,60,58,23,74,5,7,23,10,1426,1,75,95,398,0,1,-31,0,0,353
2,2,2,2,19,Terrence,Wilkins,53,86,0,0,21,89,0,7,705,12,705,88,28,5,0,0,65,1,0,0,75,0,0,88,4,63,1009,70,10,15,20,0,1,39,0,0,0,91,0,0,0,0,240,100,2,2,1,0,61,0,0,86,2,1,0,1,0,15,29,50,72,4,575,48,0,1,95,23,39,72,75,2,2,2,2,0,1,68,0,24,0,23,0,0,0,14,0,3,3,38,15,0,70,0,12,0,9,53,0,68,19,485,70,0,-31,0,0,162
4,4,4,4,19,Larry,Chester,900,60,0,45,17,55,0,5,715,12,715,50,28,17,0,0,73,1,0,0,14,0,0,49,4,63,1009,70,90,29,13,0,3,23,0,0,0,77,0,0,0,0,208,100,0,0,3,0,40,0,0,64,1,5,45,5,0,15,17,64,38,5,537,15,0,1,76,19,96,84,77,0,2,0,2,59,41,0,24,28,56,23,0,0,21,39,0,12,12,100,40,50,0,66,31,0,15,900,0,74,165,999,0,2,-31,0,0,161
4,4,4,4,21,Rob,Konrad,382,80,0,60,28,84,0,7,783,12,783,82,27,12,0,0,87,1,1,1,70,0,0,78,1,12,1015,65,21,52,55,0,8,80,0,1,0,78,0,0,0,0,205,100,0,0,3,0,0,0,0,44,2,4,60,4,0,2,21,59,68,5,551,74,0,1,90,35,66,87,73,2,0,2,0,9,10,35,29,39,38,29,0,71,31,27,0,2,2,0,0,5,100,1,44,0,0,382,1,75,95,594,0,5,-31,0,0,142
7,7,7,7,18,Jason,Taylor,4500,89,1,900,20,92,0,0,793,12,793,82,29,0,0,0,90,1,0,0,36,0,0,80,3,13,1015,88,83,25,17,0,3,26,0,0,0,95,8,8,8,8,2,100,0,0,6,0,30,0,1,99,0,6,900,6,0,3,17,99,73,7,569,34,0,1,90,27,78,98,85,0,0,0,0,0,36,57,6,36,0,34,0,50,0,22,0,11,11,0,26,50,66,0,10,0,7,4500,0,78,100,439,0,7,-31,0,0,385
5,5,5,5,20,Tim,Bowens,1500,52,1,110,17,64,0,7,794,12,794,52,31,21,0,0,88,2,0,0,19,0,0,50,6,20,1015,69,90,29,33,0,3,22,0,0,0,77,2,2,2,2,159,100,0,0,4,0,35,0,0,95,1,5,110,5,0,1,30,73,56,10,535,28,0,1,91,25,90,88,89,2,2,2,2,49,22,16,51,19,41,22,19,50,30,22,0,12,12,0,80,50,64,47,0,27,13,1500,0,76,160,43,0,10,-31,1,0,180
2,2,2,2,30,Zach,Thomas,2805,94,1,1050,24,79,0,7,796,12,796,72,30,0,0,1,98,2,0,0,48,0,0,72,1,22,1015,70,95,18,47,2,3,39,0,4,0,90,0,1,0,1,217,100,0,0,4,0,0,0,0,54,1,5,1050,5,0,5,34,89,65,8,570,35,0,1,93,16,77,94,96,2,2,2,2,18,29,20,27,10,9,26,0,75,11,39,0,14,14,0,3,66,75,3,39,0,12,2805,1,71,75,446,0,8,-31,0,0,390
7,7,7,7,17,Sam,Madison,1800,98,1,480,19,93,0,1,799,12,799,92,30,0,0,0,94,1,0,0,71,0,0,91,5,14,1015,93,61,23,36,0,11,30,6,0,0,80,0,0,0,0,105,100,4,4,4,3,39,0,0,29,0,4,480,4,0,2,19,80,92,7,553,46,0,1,95,21,50,92,94,0,0,0,0,0,15,82,0,9,0,39,0,0,0,13,0,16,16,100,19,0,33,0,16,0,0,1800,0,71,25,290,15,7,-31,0,0,281
4,4,4,4,18,Patrick,Surtain,2156,94,1,212,32,93,0,1,800,12,800,93,28,0,0,0,91,1,5,5,81,0,0,92,5,14,1015,91,68,21,40,0,11,35,0,0,0,77,0,0,0,0,194,100,4,4,3,3,40,0,0,23,0,4,212,4,0,2,30,89,92,6,568,47,4,1,92,29,48,96,93,0,0,0,0,7,10,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,2156,0,71,32,438,20,6,-31,0,0,382
0,0,0,0,19,Olindo,Mare,1010,90,0,135,89,44,0,7,803,12,803,48,31,0,0,0,45,1,0,0,22,0,0,49,1,63,1009,88,15,19,22,0,0,20,0,2,0,75,0,0,0,0,205,100,2,2,4,0,65,0,0,10,1,5,135,5,0,15,20,53,29,7,554,18,0,1,99,94,20,93,85,0,0,0,0,1,1,90,4,28,4,13,0,75,6,20,0,19,19,100,0,0,75,0,6,0,0,1010,0,70,35,292,0,7,-31,0,0,283
0,0,0,0,19,Matt,Turk,265,65,0,30,87,42,0,7,804,12,804,51,36,6,0,0,38,2,0,0,30,0,0,49,0,63,1009,80,13,21,30,0,11,20,0,2,0,59,8,8,0,0,265,100,2,2,3,3,55,0,0,1,1,3,30,3,0,15,24,34,27,9,573,29,0,1,90,84,21,76,77,0,0,0,0,1,1,90,45,25,17,24,0,37,16,18,0,20,20,100,46,0,0,0,19,19,0,265,0,77,77,513,0,1,-31,0,0,125
0,0,0,0,84,Jay,Fiedler,2450,92,0,230,22,63,0,7,805,12,805,63,32,0,0,0,79,2,0,0,19,0,0,64,1,63,1009,81,22,22,18,0,1,47,0,2,0,79,0,0,0,0,46,100,2,2,4,0,45,0,0,9,2,5,230,5,0,15,83,71,50,8,540,63,0,1,75,24,49,80,83,0,0,0,0,0,0,55,3,12,9,10,0,50,3,11,0,0,0,0,17,0,50,0,9,66,0,2450,0,74,65,152,0,4,-31,0,0,110
7,2,7,2,23,Arturo,Freeman,60,86,0,0,20,86,0,1,832,12,832,85,27,4,0,0,90,1,1,1,61,0,0,88,6,23,1015,85,79,28,16,0,7,31,0,0,0,86,0,0,0,0,176,100,4,4,1,0,30,0,0,20,0,1,0,1,0,5,15,68,83,4,541,31,0,1,86,31,61,84,76,0,0,0,0,0,16,46,13,36,0,38,0,5,0,30,0,17,17,20,29,5,21,0,8,0,27,60,0,72,40,999,10,4,-31,0,0,179
5,2,5,2,17,Antuan,Edwards,53,87,0,0,21,88,0,5,1243,12,1243,87,27,6,0,0,64,1,0,0,67,0,0,85,6,25,1009,68,69,21,51,0,8,27,0,0,0,85,0,2,0,2,38,100,2,2,1,0,32,0,0,21,2,1,0,1,0,1,25,56,85,5,538,38,0,1,90,19,59,83,77,3,3,3,3,0,17,56,0,19,0,33,0,60,0,22,0,18,18,100,0,0,25,0,24,0,11,53,0,73,52,999,10,0,-31,0,0,179
2,2,2,2,31,Jay,Williams,146,51,0,5,27,63,0,0,1288,12,1288,60,32,20,0,0,72,2,1,1,30,0,0,58,4,63,21,58,77,28,31,0,3,30,0,0,0,94,0,0,0,0,249,100,0,0,1,0,40,0,0,91,2,1,5,1,0,15,30,46,46,8,576,35,0,1,95,23,84,74,85,2,0,2,0,18,37,22,60,13,56,0,25,16,49,7,0,10,10,36,52,52,72,33,0,44,19,146,0,75,120,999,0,2,-31,1,0,163
3,3,3,3,20,John,St. Clair,260,62,0,60,20,65,0,5,1437,12,1437,53,26,9,1,0,82,1,0,0,25,0,0,48,3,32,1009,83,26,82,85,0,3,16,0,0,0,63,0,2,0,2,240,100,2,2,2,0,30,0,0,70,2,2,60,2,0,3,19,50,24,4,567,14,0,1,95,25,89,76,74,2,2,2,2,10,32,35,35,11,50,1,36,60,25,17,0,9,9,23,100,21,78,29,25,31,10,260,0,76,160,999,0,0,-31,0,0,154
3,3,3,3,17,Jeff,Zgonina,422,68,0,60,27,67,0,7,1445,12,1445,55,34,9,0,0,84,2,0,0,20,0,0,55,0,17,1009,75,84,30,32,0,2,23,0,2,0,85,0,0,0,0,169,100,0,0,3,0,10,0,0,90,1,4,60,4,0,7,24,64,38,11,580,21,0,1,92,29,86,84,86,2,2,2,2,43,43,84,52,22,26,29,0,16,41,8,0,12,12,36,86,12,70,19,11,25,40,422,0,74,145,507,0,1,-31,0,0,128
7,7,7,7,21,Ricky,Williams,314,98,1,150,34,96,0,7,1554,12,1554,91,27,0,0,0,75,1,0,0,70,0,0,90,6,5,27,85,12,47,42,0,8,96,0,0,21,82,8,8,8,8,214,100,0,0,1,0,30,0,1,34,2,2,150,2,0,1,37,99,80,5,577,78,0,1,89,15,80,94,93,0,0,0,0,0,40,40,12,43,14,36,0,75,2,46,2,1,1,0,15,5,100,0,18,0,5,314,1,70,68,494,15,2,-31,1,0,421
7,7,7,7,25,Sammy,Knight,238,88,0,60,20,77,0,0,1574,12,1574,80,28,7,0,0,89,1,0,0,74,0,0,80,4,63,1009,80,83,17,46,0,8,34,0,0,0,57,0,0,0,0,231,100,4,4,1,0,55,0,0,24,1,2,60,2,0,15,17,69,68,7,550,40,0,1,91,22,65,89,87,0,0,0,0,5,12,43,36,8,16,33,9,45,25,6,0,18,18,100,46,10,41,0,24,19,12,238,0,72,55,272,10,1,-31,0,0,267
5,5,5,5,36,Damion,McIntosh,2300,60,0,252,19,54,0,7,12041,12,12041,45,27,17,0,0,77,1,0,0,29,0,0,48,5,21,1009,68,25,87,92,0,3,15,0,0,0,56,0,0,0,0,96,100,0,0,6,0,0,0,0,77,0,6,252,6,0,3,23,70,33,4,555,36,0,1,95,19,94,85,84,0,2,0,2,30,41,0,58,23,43,63,0,17,58,3,0,5,5,0,77,58,79,49,33,29,36,2300,0,76,165,999,0,0,-31,0,0,172
3,2,3,2,20,Reggie,Howard,1800,88,0,234,17,87,0,5,14047,12,14047,88,27,3,0,0,65,1,1,1,64,0,0,89,4,63,1009,85,67,24,31,0,8,32,0,0,0,83,0,0,0,0,114,100,2,4,6,0,40,0,0,25,2,6,234,6,0,15,17,58,86,4,545,36,0,1,95,28,55,82,82,0,0,0,0,7,12,75,38,8,2,35,26,20,13,8,0,16,16,66,64,0,65,0,0,16,10,1800,0,72,30,999,20,0,-31,0,0,165
0,0,0,0,75,Sage,Rosenfels,63,82,0,0,30,60,0,7,14114,12,14114,57,26,2,0,0,65,1,0,0,15,0,0,57,0,14,26,81,19,15,16,0,0,43,0,4,0,45,0,0,0,0,90,100,0,0,1,0,45,0,0,18,0,1,0,1,0,4,87,41,51,3,563,50,0,1,95,26,52,68,65,1,1,2,2,0,1,61,4,16,0,18,0,0,0,17,0,0,0,0,12,0,25,0,10,75,0,63,0,76,56,999,0,2,-31,0,1,133
0,0,0,0,86,A.J.,Feeley,1460,89,0,0,22,56,0,7,14117,12,14117,52,27,5,0,1,84,1,0,0,24,0,0,60,0,24,13,87,23,19,29,0,0,53,0,2,0,74,0,0,0,0,160,100,2,2,5,0,60,0,0,7,0,5,0,5,0,5,90,71,43,3,539,45,0,1,95,25,58,80,77,0,0,0,0,0,8,58,5,14,0,15,0,0,0,11,0,0,0,0,18,0,50,0,13,66,0,1460,0,75,57,534,0,0,-31,0,0,126
5,5,5,5,26,Travis,Minor,63,90,0,0,19,90,0,5,14123,12,14123,88,24,4,0,1,69,1,0,0,74,0,0,89,6,23,1015,73,11,34,35,0,8,70,0,0,0,72,0,0,0,0,64,100,0,0,1,0,32,0,0,28,2,1,0,1,0,3,30,61,74,3,558,74,0,1,95,26,58,77,75,2,2,2,2,23,10,30,52,26,18,23,0,55,24,7,0,1,1,16,38,5,34,0,34,27,22,63,0,70,45,999,82,3,-31,0,0,179
4,3,4,3,17,Chris,Chambers,150,76,0,30,20,93,0,5,14164,12,14164,94,25,0,0,1,85,0,5,5,86,0,0,91,6,21,1015,82,22,32,39,0,1,63,0,0,0,85,8,0,8,0,258,100,0,0,1,1,0,0,0,84,2,3,30,3,0,2,19,84,97,3,536,63,0,1,80,28,56,87,78,0,0,0,0,0,25,86,0,10,5,26,0,0,0,22,0,3,3,100,70,0,33,0,7,0,0,150,1,71,50,88,72,3,-31,0,0,66
3,7,3,7,20,Morlon,Greenwood,63,65,0,0,26,82,0,4,14295,12,14295,82,25,6,1,0,79,1,0,0,50,0,0,79,5,26,1015,72,78,19,52,0,3,34,0,0,0,0,0,0,0,0,205,100,4,4,1,0,30,0,0,52,0,1,0,1,0,3,30,60,57,3,542,30,0,1,95,18,69,77,69,0,0,0,0,10,32,61,15,24,17,43,0,55,9,18,0,13,13,0,20,24,58,0,52,36,12,63,0,72,78,999,0,3,-31,0,0,173
7,4,7,4,22,Randy,McMichael,178,80,0,40,21,87,0,4,14955,12,14955,82,25,10,0,1,70,0,1,1,79,0,0,87,6,16,1015,73,29,55,57,0,7,75,0,0,0,87,0,0,0,0,70,100,2,2,2,0,32,0,0,81,1,4,40,4,0,4,13,71,88,2,557,73,0,1,91,23,73,89,74,2,2,2,2,0,35,39,9,20,6,38,0,58,6,22,0,4,4,0,0,1,0,1,21,0,5,178,1,75,87,611,15,2,-31,0,0,293
1,1,1,1,17,Kendall,Newson,35,70,0,0,13,90,0,7,15319,12,15319,87,24,4,0,0,50,0,0,0,64,0,0,78,5,63,1009,77,21,15,17,0,1,48,0,0,0,0,0,0,0,0,119,100,0,0,1,0,55,0,0,82,2,1,0,1,0,15,12,21,82,2,561,55,0,1,100,25,41,59,44,0,0,0,0,0,1,70,0,28,0,38,0,0,0,22,0,3,3,100,15,0,0,0,11,0,0,35,0,73,38,999,71,1,-31,0,0,170
0,0,0,0,15,Seth,McKinney,200,68,0,40,21,70,0,7,15368,12,15368,57,25,12,0,0,50,0,0,0,20,0,0,52,0,25,1015,83,21,83,78,0,3,24,0,4,0,0,0,0,0,0,215,100,0,0,2,0,0,0,0,68,2,4,40,4,0,3,15,51,21,2,556,14,0,1,95,18,87,75,69,2,2,2,2,60,37,70,100,18,45,75,0,61,100,25,0,7,7,76,74,82,83,77,23,8,21,200,0,75,145,999,10,2,-31,0,0,125
7,7,7,7,14,Adewale,Ogunleye,90,56,0,0,15,85,0,5,15668,12,15668,80,26,18,0,0,70,1,0,0,35,0,0,79,6,63,1009,64,79,12,12,0,13,35,0,0,0,82,8,8,8,8,86,100,2,2,1,3,20,0,0,93,0,3,0,3,0,15,15,85,58,4,562,20,0,1,55,15,76,91,80,2,2,2,2,8,40,44,46,18,16,43,0,100,32,17,0,10,10,31,66,5,72,1,11,40,17,90,0,76,95,535,0,4,-31,0,0,310
7,7,7,7,31,John,Jones,108,60,0,0,13,73,0,7,15669,12,15669,64,28,12,0,0,64,1,0,0,64,0,0,67,6,63,1009,78,56,50,54,0,11,62,0,0,0,87,0,0,0,0,265,100,0,0,2,3,1,0,0,49,2,2,0,2,0,15,17,25,54,4,549,63,0,1,95,13,68,64,67,2,2,2,2,0,24,67,24,11,7,41,16,11,6,16,0,4,4,30,63,25,35,0,27,17,13,108,0,76,95,999,10,0,-31,0,0,180
4,4,4,4,24,Greg,Jerman,53,40,0,0,22,57,0,7,15716,12,15716,45,25,9,0,0,46,0,0,0,24,0,0,40,1,63,1009,75,23,76,77,0,3,24,0,2,0,0,2,6,2,6,17,100,0,0,1,0,55,0,0,60,2,2,0,2,0,15,25,33,24,2,548,25,0,1,95,19,87,65,63,4,4,4,4,36,38,23,58,45,23,48,9,39,65,16,0,8,8,39,51,46,79,34,17,58,37,53,0,77,150,999,0,2,-31,0,0,140
3,3,3,3,34,Jeno,James,2130,39,0,222,27,73,0,0,16037,12,16037,50,27,15,0,0,73,1,1,1,29,0,0,49,6,16,1009,45,26,87,91,0,3,19,0,0,0,67,0,0,0,0,14,100,0,0,6,0,1,0,0,78,2,6,222,6,0,6,24,79,16,5,546,20,0,1,95,19,92,87,79,2,2,2,2,36,38,23,58,45,23,48,9,39,65,16,0,6,6,39,51,46,79,34,17,58,37,2130,0,75,150,999,0,0,-31,0,0,180
3,4,3,4,17,Derrius,Thompson,380,82,0,120,18,85,1,5,16065,12,16065,86,26,5,0,0,72,1,0,0,76,0,0,83,6,63,1009,82,23,24,29,0,0,55,0,0,0,72,0,1,0,1,17,100,2,2,2,0,0,0,0,88,0,3,120,3,0,15,34,52,85,5,571,50,0,1,95,29,58,73,68,5,5,5,5,2,25,72,23,19,8,18,0,55,9,16,0,3,3,54,40,0,38,0,11,12,7,380,0,74,56,999,49,1,-31,0,0,179
4,4,4,4,11,Eddie,Moore,350,80,0,150,30,83,0,5,16648,12,16648,79,23,7,0,0,79,0,0,0,60,0,0,74,5,17,1015,74,76,13,40,0,8,25,0,0,0,54,0,0,0,0,211,100,0,0,4,0,40,0,0,58,0,5,150,5,0,2,33,50,72,1,559,20,0,1,95,22,70,72,60,2,2,2,2,35,29,78,35,26,12,54,0,54,17,21,0,13,13,74,45,60,54,0,31,34,23,350,0,72,77,999,0,1,-31,0,0,170
3,3,3,3,24,Wade,Smith,199,78,0,64,35,67,0,7,16649,12,16649,56,23,15,0,0,87,0,0,0,32,0,0,58,6,14,1015,82,31,85,88,0,12,33,0,0,0,84,2,2,2,2,114,100,0,0,3,3,20,0,0,74,2,4,64,4,0,3,19,57,35,1,566,30,0,1,95,17,89,79,70,2,2,2,2,20,26,18,62,20,21,27,0,47,39,22,0,5,5,63,83,34,70,5,78,51,27,199,0,76,136,999,0,1,-31,0,0,180
4,4,4,4,22,Sam,Simmons,70,66,0,0,23,88,0,7,16650,12,16650,86,24,5,0,0,66,0,0,0,71,0,0,86,4,35,1015,80,21,31,24,0,7,55,0,0,0,76,0,1,0,1,151,100,2,2,1,0,55,0,0,83,2,2,0,2,0,5,28,34,75,2,565,46,0,1,95,16,46,65,49,0,0,0,0,17,5,100,18,37,0,46,0,39,18,26,0,3,3,51,33,0,9,0,45,0,13,70,0,69,43,999,78,2,-31,0,0,161
3,2,3,2,15,Taylor,Whitley,191,55,0,60,10,57,0,7,16975,12,16975,50,24,18,0,0,87,0,0,0,22,0,0,49,1,23,1015,88,20,83,78,1,3,25,0,2,0,64,0,0,0,0,215,100,0,0,3,0,1,0,0,69,2,4,60,4,0,3,20,42,14,1,574,22,0,1,95,10,86,69,63,2,2,2,2,12,15,21,31,27,38,27,57,50,23,35,0,8,8,0,94,25,66,19,39,0,4,191,0,76,161,999,0,1,-31,0,0,140
3,2,3,2,22,J.R.,Tolver,102,85,0,24,12,83,0,5,16976,12,16976,83,24,5,0,0,80,0,0,0,72,0,0,84,5,34,1015,83,36,30,35,0,8,48,0,0,0,70,8,8,8,8,180,100,2,2,2,0,44,0,0,87,2,3,24,3,0,5,25,32,83,1,572,52,0,1,95,17,50,64,50,0,0,0,0,0,5,79,0,17,0,28,0,0,0,18,0,3,3,0,0,0,33,0,0,0,0,102,0,73,42,999,55,1,-31,0,0,178
4,4,4,4,59,Corey,Jenkins,90,75,0,3,19,80,0,0,17064,12,17064,77,27,5,0,0,87,1,0,0,53,0,0,70,5,8,1015,82,73,26,50,2,3,32,0,0,0,65,8,8,8,8,176,100,0,0,2,0,40,0,0,57,2,3,3,3,0,6,57,28,61,1,547,39,0,1,80,23,63,62,49,2,2,2,2,30,11,0,41,23,7,18,4,37,8,22,0,15,15,60,58,23,74,11,7,23,10,90,0,72,60,999,0,1,-31,0,0,170
